"","abstract","yearsActive","genre","recordLabel","instrument","occupation","yearsActive_first"
"Bob_Dylan","Robert Dylan (born Robert Allen Zimmerman; May 24, 1941) is an American singer_songwriter, author and visual artist. Often regarded as one of the greatest songwriters of all time, Dylan has been a major figure in popular culture during a career spanning 60 years. Much of his most celebrated work dates from the 1960s, when songs such as ""Blowin' in the Wind"" (1963) and ""The Times They Are a_Changin'"" (1964) became anthems for the civil rights and anti_war movements. His lyrics during this period incorporated a range of political, social, philosophical, and literary influences, defying pop music conventions and appealing to the burgeoning counterculture. Following his self_titled debut album in 1962, which mainly comprised traditional folk songs, Dylan made his breakthrough as a songwriter with the release of The Freewheelin' Bob Dylan the following year. The album features ""Blowin' in the Wind"" and the thematically complex ""A Hard Rain's a_Gonna Fall"". Many of his songs adapted the tunes and phraseology of older folk songs. He went on to release the politically charged The Times They Are a_Changin' and the more lyrically abstract and introspective Another Side of Bob Dylan in 1964. In 1965 and 1966, Dylan drew controversy when he adopted electrically amplified rock instrumentation, and in the space of 15 months recorded three of the most important and influential rock albums of the 1960s: Bringing It All Back Home (1965), Highway 61 Revisited (1965) and Blonde on Blonde (1966). His six_minute single ""Like a Rolling Stone"" (1965) expanded commercial and creative boundaries in popular music. In July 1966, a motorcycle accident led to Dylan's withdrawal from touring. During this period, he recorded a large body of songs with members of the Band, who had previously backed him on tour. These recordings were released as the collaborative album The Basement Tapes in 1975. In the late 1960s and early 1970s, Dylan explored country music and rural themes in John Wesley Harding (1967), Nashville Skyline (1969), and New Morning (1970). In 1975, he released Blood on the Tracks, which many saw as a return to form. In the late 1970s, he became a born_again Christian and released a series of albums of contemporary gospel music before returning to his more familiar rock_based idiom in the early 1980s. Dylan's 1997 album Time Out of Mind marked the beginning of a renaissance for his career. He has released five critically acclaimed albums of original material since then, the most recent being Rough and Rowdy Ways (2020). He also recorded a series of three albums in the 2010s comprising versions of traditional American standards, especially songs recorded by Frank Sinatra. Dylan has toured continuously since the late 1980s on what has become known as the Never Ending Tour. Since 1994, Dylan has published eight books of drawings and paintings, and his work has been exhibited in major art galleries. He has sold more than 125 million records, making him one of the best_selling musicians of all time. He has received numerous awards, including the Presidential Medal of Freedom, ten Grammy Awards, a Golden Globe Award and an Academy Award. Dylan has been inducted into the Rock and Roll Hall of Fame, Nashville Songwriters Hall of Fame and the Songwriters Hall of Fame. The Pulitzer Prize Board in 2008 awarded him a special citation for ""his profound impact on popular music and American culture, marked by lyrical compositions of extraordinary poetic power"". In 2016, Dylan was awarded the Nobel Prize in Literature ""for having created new poetic expressions within the great American song tradition"". ","1961","","","",",Singer_songwriter ,artist ,writer ",1961
"Sean_Jones_(trumpeter)","Sean Jones (born May 29, 1978 in Warren, Ohio) is an American trumpeter and composer featured on the 2007 Grammy Award_winning album Turned to Blue by Nancy Wilson. As a bandleader, Jones has released seven albums under the Mack Avenue Records label. He performs with his own groups both nationally and internationally. Jones often plays at music venues and jazz festivals such as the Monterey Jazz Festival, Detroit International Jazz Festival, the and Montreal International Jazz Festival. ","2002","Jazz","Mack_Avenue_Records","Flugelhorn,Trumpet","Musician, composer, bandleader ",2002
"Bee_Gees","The Bee Gees were a music group formed in 1958, featuring brothers Barry, Robin and Maurice Gibb. The trio were especially successful as a popular music act in the late 1960s and early 1970s, and later as prominent performers of the disco music era in the mid_ to late 1970s. The group sang recognisable three_part tight harmonies; Robin's clear vibrato lead vocals were a hallmark of their earlier hits, while Barry's R&B falsetto became their signature sound during the mid_ to late 1970s and 1980s. The Bee Gees wrote all of their own hits, as well as writing and producing several major hits for other artists. The Bee Gees have occasionally been referred to as The Disco Kings. Born on the Isle of Man to English parents, the Gibb brothers lived in Chorlton, Manchester, England until the late 1950s. There, in 1955, they formed the skiffle/rock and roll group the Rattlesnakes. The family then moved to Redcliffe, in the Moreton Bay Region, Queensland, Australia, later to Cribb Island. After achieving their first chart success in Australia as the Bee Gees with ""Spicks and Specks"" (their twelfth single), they returned to the UK in January 1967, when producer Robert Stigwood began promoting them to a worldwide audience. The Bee Gees' Saturday Night Fever soundtrack (1977) was the turning point of their career, with both the film and soundtrack having a cultural impact throughout the world, enhancing the disco scene's mainstream appeal. They won five Grammy Awards for Saturday Night Fever, including Album of the Year. The Bee Gees have sold over 120 million records worldwide (with estimates as high as over 220 million), making them among the best_selling music artists of all time. They were inducted into the Rock and Roll Hall of Fame in 1997; the presenter of the award to ""Britain's First Family of Harmony"" was Brian Wilson, historical leader of the Beach Boys, another ""family act"" featuring three harmonising brothers. The Bee Gees' Hall of Fame citation says, ""Only Elvis Presley, the Beatles, Michael Jackson, Garth Brooks and Paul McCartney have outsold the Bee Gees."" With nine #1 hits on the Billboard Hot 100 The Bee Gees are the third_most successful band in Billboard charts history behind only The Beatles and The Supremes. Following Maurice's sudden death in January 2003 at the age of 53, Barry and Robin retired the group's name after 45 years of activity. In 2009, Robin announced that he and Barry had agreed that the Bee Gees would re_form and perform again. Robin died in May 2012, aged 62, after a prolonged period of failing health, leaving Barry as the only surviving member of the group. ","1958 ,2006 ,2009   ",",Pop ,disco ,rock ,soul ,soft rock ","Capitol_Records,Polydor_Records,RSO_Records,Atlantic_Records,Warner_Records,Festival_Records,Leedon_Records,Spin_Records_(Australian_label)","","",1958
"Jason_Marsalis","Jason Marsalis (born March 4, 1977) is an American jazz drummer and member of the Marsalis family of musicians. He is the youngest son of Dolores Ferdinand Marsalis and the late Ellis Marsalis, Jr. ","","Jazz","Basin_Street_Records","Drums, vibraphone ","Musician ",
"Bill_Graham_(musician)","William Henry Graham (September 8, 1918 ??December 29, 1975) was an American jazz saxophonist. ","1960","Jazz","","","Saxophonist ",1960
"Raphael_Saadiq","Raphael Saadiq (/s??di?k/; born Charles Ray Wiggins; May 14, 1966) is an American singer, songwriter, multi_instrumentalist, and record producer. He rose to fame as a member of the multiplatinum group Tony! Toni! Toné! In addition to his solo and group career, he has also produced songs for such artists as Erykah Badu, Jill Scott, Stevie Wonder, Joss Stone, D'Angelo, TLC, En Vogue, Kelis, Mary J. Blige, Ledisi, Whitney Houston, Solange Knowles and John Legend. Music critic Robert Christgau has called Saadiq the ""preeminent R&B artist of the '90s"". Saadiq and D'Angelo were occasional members of The Ummah, a music production collective, composed of members Q_Tip and Ali Shaheed Muhammad of the hip hop group A Tribe Called Quest, and J Dilla of Slum Village. Saadiq is also a co_founder of independent video game developer IllFonic, which developed Friday the 13th: The Game. Saadiq has released five solo albums, including the critically acclaimed retro_styled The Way I See It (2008) and Stone Rollin' (2011). The more contemporary_sounding Jimmy Lee was released in 2019. Inspired by spiritual and societal themes and personal family tragedies, it earned Saadiq further acclaim. As a songwriter Saadiq has received a Grammy Award, two Golden Globe Award nominations and an Academy Award nomination. ","1983","","Columbia_Records,Universal_Records_(1995??005)",",Vocals ,guitar ,keyboards ,bass guitar ","Singer   ,multi_instrumentalist ,record producer ,songwriter ",1983
"Justin_Kauflin","Justin Kauflin (born March 10, 1986) is an American jazz pianist, composer, educator and record producer. ","2001","Jazz","Qwest_Records,Harmonia_Mundi","Piano ","Musician ",2001
"J._J._Johnson","J.J. Johnson (January 22, 1924 ??February 4, 2001), born James Louis Johnson and also known as Jay Jay Johnson, was an American jazz trombonist, composer and arranger. Johnson was one of the earliest trombonists to embrace bebop. ","1942","Jazz,Bebop,Third_stream,Hard_bop","","Trombone ","Musician, composer ",1942
"Keith_Jarrett","Keith Jarrett (born May 8, 1945) is an American jazz and classical music pianist and composer. Jarrett started his career with Art Blakey, moving on to play with Charles Lloyd and Miles Davis. Since the early 1970s he has enjoyed a great deal of success as a group leader and a solo performer in jazz, jazz fusion, and classical music. His improvisations draw from the traditions of jazz and other genres, especially Western classical music, gospel, blues, and ethnic folk music. In 2003 Jarrett received the Polar Music Prize, the first recipient of both the contemporary and classical musician prizes, and in 2004 he received the Léonie Sonning Music Prize. His album The Köln Concert (1975) became the best_selling piano recording in history. In 2008 he was inducted into the Down Beat Jazz Hall of Fame in the magazine's 73rd Annual Readers' Poll. Jarrett has been unable to perform since suffering a stroke in February 2018, and a second stroke in May 2018, which left him partially paralyzed and unable to play with his left hand. ","1966","Jazz,Free_improvisation,Classical_music,Jazz_fusion","Universal_Music_Group,ECM_Records,Atlantic_Records,Impulse!_Records","Piano ","Musician, composer ",1966
"Bill_Dowdy","Bill Dowdy (August 15, 1932 ??May 12, 2017) was an American jazz musician and teacher. He was the drummer with the jazz trio, The Three Sounds. The Three Sounds recorded over ten jazz albums from the 1950s through the early 1970s and played with Lester Young, Lou Donaldson, Nat Adderley, Johnny Griffin, Anita O'Day and Sonny Stitt among others. ","1970","Jazz","","Drums, piano ","Musician, teacher ",1970
